transaction_id,transaction_timestamp,transaction_type,merchant_category,amount,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,year,month,month_name,quarter,transaction_date
753,24-11-2024 13:20,Bill Payment,Other,1233,SUCCESS,36-45,56+,Maharashtra,PNB,SBI,Android,4G,0,2024,11,November,Q4,24-11-2024
754,07-01-2024 10:12,Bill Payment,Shopping,1232,SUCCESS,18-25,26-35,Maharashtra,HDFC,SBI,iOS,3G,0,2024,1,January,Q1,07-01-2024
755,28-08-2024 17:18,P2M,Food,155,SUCCESS,26-35,18-25,Telangana,HDFC,Yes Bank,Android,4G,0,2024,8,August,Q3,28-08-2024
756,24-08-2024 19:03,Bill Payment,Fuel,620,SUCCESS,26-35,36-45,Telangana,IndusInd,Axis,Android,5G,0,2024,8,August,Q3,24-08-2024
757,08-03-2024 07:56,P2P,Fuel,1424,SUCCESS,36-45,26-35,Delhi,PNB,Kotak,Android,WiFi,0,2024,3,March,Q1,08-03-2024
758,17-10-2024 13:25,P2M,Food,507,SUCCESS,46-55,18-25,Rajasthan,PNB,Kotak,Android,4G,0,2024,10,October,Q4,17-10-2024
759,05-01-2024 12:14,P2P,Food,627,SUCCESS,26-35,46-55,Maharashtra,SBI,Kotak,Android,5G,0,2024,1,January,Q1,05-01-2024
760,24-09-2024 11:41,P2M,Transport,811,SUCCESS,18-25,36-45,Delhi,PNB,SBI,Android,4G,0,2024,9,September,Q3,24-09-2024
761,14-07-2024 16:26,P2P,Entertainment,162,SUCCESS,36-45,18-25,Maharashtra,Axis,ICICI,iOS,5G,0,2024,7,July,Q3,14-07-2024
762,24-03-2024 11:46,Recharge,Transport,75,SUCCESS,36-45,26-35,Uttar Pradesh,Kotak,SBI,Android,WiFi,0,2024,3,March,Q1,24-03-2024
763,18-08-2024 21:28,P2P,Transport,458,SUCCESS,46-55,56+,Andhra Pradesh,SBI,PNB,Android,5G,0,2024,8,August,Q3,18-08-2024
764,10-07-2024 18:09,P2P,Food,348,SUCCESS,26-35,18-25,Delhi,IndusInd,IndusInd,Android,4G,0,2024,7,July,Q3,10-07-2024
765,01-09-2024 13:48,P2P,Education,1931,SUCCESS,36-45,36-45,Maharashtra,IndusInd,Axis,Android,4G,0,2024,9,September,Q3,01-09-2024
766,13-12-2024 12:07,P2P,Other,928,SUCCESS,26-35,26-35,Delhi,SBI,Axis,Android,4G,0,2024,12,December,Q4,13-12-2024
767,28-01-2024 17:14,P2M,Shopping,1440,SUCCESS,18-25,18-25,Maharashtra,SBI,SBI,Android,5G,0,2024,1,January,Q1,28-01-2024
768,21-09-2024 12:51,P2M,Other,757,SUCCESS,36-45,46-55,Gujarat,HDFC,Kotak,Android,5G,0,2024,9,September,Q3,21-09-2024
769,06-06-2024 19:12,P2M,Other,590,SUCCESS,26-35,26-35,Gujarat,HDFC,PNB,Android,5G,0,2024,6,June,Q2,06-06-2024
770,02-07-2024 10:38,P2M,Fuel,4229,SUCCESS,36-45,36-45,Karnataka,SBI,SBI,Android,5G,0,2024,7,July,Q3,02-07-2024
771,22-09-2024 10:27,P2M,Fuel,426,SUCCESS,46-55,56+,Tamil Nadu,Axis,Axis,Android,5G,0,2024,9,September,Q3,22-09-2024
772,27-11-2024 18:29,P2M,Grocery,469,SUCCESS,46-55,36-45,West Bengal,SBI,IndusInd,Android,WiFi,0,2024,11,November,Q4,27-11-2024
773,14-03-2024 21:37,P2M,Fuel,373,SUCCESS,18-25,56+,Uttar Pradesh,PNB,Yes Bank,Android,4G,0,2024,3,March,Q1,14-03-2024
774,23-07-2024 13:20,P2P,Fuel,2033,SUCCESS,46-55,46-55,Andhra Pradesh,SBI,PNB,Android,4G,0,2024,7,July,Q3,23-07-2024
775,25-09-2024 19:48,P2M,Utilities,3086,SUCCESS,46-55,26-35,Maharashtra,IndusInd,PNB,iOS,4G,0,2024,9,September,Q3,25-09-2024
776,07-02-2024 16:48,P2P,Grocery,2044,SUCCESS,18-25,36-45,Maharashtra,SBI,ICICI,Android,5G,0,2024,2,February,Q1,07-02-2024
777,01-08-2024 16:58,P2P,Utilities,259,FAILED,26-35,56+,Andhra Pradesh,Yes Bank,ICICI,Android,4G,0,2024,8,August,Q3,01-08-2024
778,29-12-2024 06:52,P2P,Entertainment,487,FAILED,26-35,18-25,Maharashtra,SBI,IndusInd,Android,3G,0,2024,12,December,Q4,29-12-2024
779,12-05-2024 17:20,P2P,Utilities,2587,SUCCESS,26-35,18-25,Rajasthan,SBI,SBI,iOS,4G,0,2024,5,May,Q2,12-05-2024
780,10-09-2024 16:07,P2P,Transport,107,SUCCESS,26-35,36-45,Karnataka,Kotak,SBI,Android,3G,0,2024,9,September,Q3,10-09-2024
781,30-03-2024 20:20,P2P,Fuel,403,SUCCESS,18-25,36-45,West Bengal,SBI,SBI,Android,4G,0,2024,3,March,Q1,30-03-2024
782,02-05-2024 13:43,Recharge,Entertainment,194,SUCCESS,26-35,56+,Maharashtra,PNB,Yes Bank,Android,4G,0,2024,5,May,Q2,02-05-2024
783,21-05-2024 06:32,P2P,Utilities,421,SUCCESS,36-45,46-55,West Bengal,Kotak,Yes Bank,Android,4G,0,2024,5,May,Q2,21-05-2024
784,23-03-2024 11:02,Recharge,Entertainment,187,SUCCESS,26-35,36-45,Delhi,SBI,Kotak,Android,5G,0,2024,3,March,Q1,23-03-2024
785,24-10-2024 09:48,P2M,Shopping,2109,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,ICICI,Android,WiFi,0,2024,10,October,Q4,24-10-2024
786,14-12-2024 10:58,P2P,Transport,46,SUCCESS,26-35,36-45,Uttar Pradesh,PNB,Axis,iOS,WiFi,0,2024,12,December,Q4,14-12-2024
787,06-08-2024 10:13,Bill Payment,Utilities,8818,SUCCESS,46-55,36-45,Telangana,Yes Bank,SBI,Android,5G,0,2024,8,August,Q3,06-08-2024
788,30-01-2024 19:13,P2M,Shopping,223,SUCCESS,36-45,26-35,Rajasthan,PNB,HDFC,Android,4G,0,2024,1,January,Q1,30-01-2024
789,23-02-2024 20:30,P2P,Grocery,2769,SUCCESS,46-55,26-35,Uttar Pradesh,ICICI,Axis,iOS,4G,0,2024,2,February,Q1,23-02-2024
790,02-01-2024 21:28,P2M,Other,309,SUCCESS,26-35,26-35,West Bengal,Axis,ICICI,Android,3G,0,2024,1,January,Q1,02-01-2024
791,03-03-2024 11:30,P2P,Utilities,5529,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd,ICICI,Android,4G,0,2024,3,March,Q1,03-03-2024
792,07-01-2024 17:46,P2P,Shopping,314,SUCCESS,36-45,18-25,West Bengal,Yes Bank,IndusInd,iOS,5G,0,2024,1,January,Q1,07-01-2024
793,21-12-2024 18:10,P2P,Utilities,2543,SUCCESS,36-45,36-45,Tamil Nadu,HDFC,HDFC,Android,4G,0,2024,12,December,Q4,21-12-2024
794,04-06-2024 06:16,P2M,Utilities,2016,SUCCESS,18-25,26-35,Andhra Pradesh,ICICI,PNB,Android,4G,0,2024,6,June,Q2,04-06-2024
795,29-06-2024 16:48,P2P,Food,228,SUCCESS,26-35,26-35,Andhra Pradesh,ICICI,PNB,Android,4G,0,2024,6,June,Q2,29-06-2024
796,08-12-2024 08:08,Bill Payment,Transport,321,SUCCESS,36-45,18-25,Karnataka,HDFC,SBI,iOS,4G,0,2024,12,December,Q4,08-12-2024
797,12-06-2024 16:59,P2P,Food,124,SUCCESS,26-35,18-25,Karnataka,HDFC,ICICI,Android,5G,0,2024,6,June,Q2,12-06-2024
798,27-12-2024 20:27,P2M,Fuel,1069,SUCCESS,36-45,56+,Tamil Nadu,PNB,Kotak,Android,4G,0,2024,12,December,Q4,27-12-2024
799,22-04-2024 00:57,P2M,Grocery,2124,SUCCESS,18-25,18-25,Uttar Pradesh,Yes Bank,Yes Bank,Android,4G,0,2024,4,April,Q2,22-04-2024
800,10-01-2024 17:34,Bill Payment,Fuel,1357,SUCCESS,18-25,18-25,West Bengal,Axis,HDFC,Web,4G,0,2024,1,January,Q1,10-01-2024
801,27-04-2024 19:38,Bill Payment,Shopping,2536,SUCCESS,36-45,18-25,Karnataka,PNB,Axis,Android,5G,0,2024,4,April,Q2,27-04-2024
802,19-12-2024 21:26,P2P,Other,1446,SUCCESS,18-25,36-45,Telangana,Axis,SBI,Android,4G,0,2024,12,December,Q4,19-12-2024
803,06-09-2024 12:43,P2M,Shopping,7271,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,ICICI,iOS,4G,0,2024,9,September,Q3,06-09-2024
804,13-06-2024 11:11,Bill Payment,Grocery,512,SUCCESS,18-25,36-45,Uttar Pradesh,Yes Bank,ICICI,iOS,4G,0,2024,6,June,Q2,13-06-2024
805,07-10-2024 21:51,P2P,Food,113,SUCCESS,18-25,26-35,Maharashtra,IndusInd,ICICI,Android,4G,0,2024,10,October,Q4,07-10-2024
806,11-08-2024 22:38,Bill Payment,Transport,78,SUCCESS,26-35,18-25,West Bengal,IndusInd,HDFC,Android,4G,0,2024,8,August,Q3,11-08-2024
807,21-06-2024 12:17,P2P,Other,375,SUCCESS,18-25,36-45,Telangana,Yes Bank,Kotak,Android,5G,0,2024,6,June,Q2,21-06-2024
808,13-09-2024 13:34,P2M,Fuel,776,SUCCESS,26-35,18-25,Maharashtra,SBI,SBI,Android,4G,0,2024,9,September,Q3,13-09-2024
809,15-08-2024 11:37,P2M,Grocery,1878,SUCCESS,56+,36-45,Maharashtra,Kotak,SBI,Android,5G,0,2024,8,August,Q3,15-08-2024
810,29-11-2024 17:49,P2P,Other,442,SUCCESS,26-35,26-35,Maharashtra,PNB,HDFC,Android,4G,0,2024,11,November,Q4,29-11-2024
811,21-09-2024 17:53,P2P,Healthcare,1048,SUCCESS,56+,36-45,Delhi,Kotak,ICICI,Android,5G,0,2024,9,September,Q3,21-09-2024
812,30-11-2024 16:06,P2P,Utilities,154,SUCCESS,26-35,26-35,West Bengal,SBI,Kotak,Android,4G,0,2024,11,November,Q4,30-11-2024
813,11-12-2024 14:54,Bill Payment,Food,1028,SUCCESS,36-45,26-35,Telangana,Axis,SBI,iOS,4G,0,2024,12,December,Q4,11-12-2024
814,15-06-2024 08:19,P2P,Transport,518,SUCCESS,26-35,36-45,West Bengal,Axis,Axis,Android,5G,0,2024,6,June,Q2,15-06-2024
815,10-02-2024 18:43,P2M,Grocery,342,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd,Axis,Android,4G,0,2024,2,February,Q1,10-02-2024
816,13-06-2024 11:18,P2P,Utilities,170,SUCCESS,18-25,26-35,Andhra Pradesh,Kotak,Kotak,Android,4G,0,2024,6,June,Q2,13-06-2024
817,09-03-2024 18:26,P2P,Grocery,3953,SUCCESS,36-45,26-35,Maharashtra,HDFC,Axis,Android,4G,0,2024,3,March,Q1,09-03-2024
818,08-06-2024 10:14,P2P,Shopping,746,SUCCESS,26-35,18-25,Andhra Pradesh,HDFC,SBI,Android,4G,0,2024,6,June,Q2,08-06-2024
819,06-10-2024 19:08,P2M,Transport,646,SUCCESS,18-25,36-45,Tamil Nadu,SBI,SBI,Android,5G,0,2024,10,October,Q4,06-10-2024
820,27-04-2024 22:35,P2M,Grocery,834,FAILED,26-35,36-45,Telangana,ICICI,HDFC,Android,4G,0,2024,4,April,Q2,27-04-2024
821,29-05-2024 17:47,P2M,Other,1020,SUCCESS,36-45,46-55,Maharashtra,IndusInd,PNB,Android,5G,0,2024,5,May,Q2,29-05-2024
822,05-06-2024 11:42,P2P,Other,498,SUCCESS,26-35,46-55,Tamil Nadu,Kotak,ICICI,Android,4G,0,2024,6,June,Q2,05-06-2024
823,21-07-2024 20:13,P2M,Food,1151,SUCCESS,18-25,36-45,Delhi,Kotak,IndusInd,iOS,4G,0,2024,7,July,Q3,21-07-2024
824,19-11-2024 04:00,P2P,Transport,690,SUCCESS,18-25,26-35,Uttar Pradesh,IndusInd,SBI,Android,4G,0,2024,11,November,Q4,19-11-2024
825,22-02-2024 18:29,P2P,Grocery,100,SUCCESS,56+,26-35,Maharashtra,Axis,ICICI,Android,WiFi,0,2024,2,February,Q1,22-02-2024
826,06-11-2024 11:55,P2P,Other,1490,SUCCESS,26-35,26-35,Tamil Nadu,Axis,SBI,Android,5G,0,2024,11,November,Q4,06-11-2024
827,10-03-2024 15:23,P2P,Utilities,2528,SUCCESS,36-45,18-25,Delhi,HDFC,PNB,Android,4G,0,2024,3,March,Q1,10-03-2024
828,18-04-2024 12:58,P2P,Shopping,5140,SUCCESS,36-45,26-35,Andhra Pradesh,Yes Bank,ICICI,Android,4G,0,2024,4,April,Q2,18-04-2024
829,17-03-2024 11:11,P2M,Shopping,536,SUCCESS,18-25,36-45,Gujarat,SBI,IndusInd,Android,3G,0,2024,3,March,Q1,17-03-2024
830,03-12-2024 19:13,P2M,Grocery,190,SUCCESS,18-25,18-25,Maharashtra,ICICI,Kotak,Android,WiFi,0,2024,12,December,Q4,03-12-2024
831,25-10-2024 11:10,P2M,Other,434,SUCCESS,18-25,18-25,Andhra Pradesh,Axis,HDFC,Android,5G,0,2024,10,October,Q4,25-10-2024
832,30-12-2024 10:49,P2M,Food,206,SUCCESS,26-35,26-35,Tamil Nadu,Kotak,Kotak,Android,4G,0,2024,12,December,Q4,30-12-2024
833,15-08-2024 18:15,P2P,Food,303,SUCCESS,36-45,18-25,Karnataka,SBI,HDFC,iOS,4G,0,2024,8,August,Q3,15-08-2024
834,10-05-2024 20:34,P2P,Shopping,2405,SUCCESS,18-25,26-35,Gujarat,Yes Bank,Axis,Android,4G,0,2024,5,May,Q2,10-05-2024
835,05-06-2024 12:41,P2M,Utilities,968,SUCCESS,36-45,26-35,Rajasthan,IndusInd,SBI,Android,3G,0,2024,6,June,Q2,05-06-2024
836,24-10-2024 08:03,Bill Payment,Shopping,811,SUCCESS,26-35,26-35,Karnataka,PNB,HDFC,iOS,4G,0,2024,10,October,Q4,24-10-2024
837,09-03-2024 20:46,P2P,Food,2322,SUCCESS,36-45,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,2024,3,March,Q1,09-03-2024
838,17-12-2024 13:25,P2M,Food,204,SUCCESS,26-35,18-25,Delhi,PNB,Kotak,Android,5G,0,2024,12,December,Q4,17-12-2024
839,05-06-2024 11:22,P2P,Food,298,SUCCESS,26-35,36-45,Rajasthan,SBI,Axis,Android,4G,0,2024,6,June,Q2,05-06-2024
840,27-01-2024 19:26,P2M,Transport,135,SUCCESS,26-35,18-25,Uttar Pradesh,Kotak,PNB,Android,WiFi,0,2024,1,January,Q1,27-01-2024
841,26-02-2024 18:50,P2P,Shopping,129,SUCCESS,46-55,26-35,Rajasthan,IndusInd,PNB,Android,4G,0,2024,2,February,Q1,26-02-2024
842,03-01-2024 23:50,P2P,Shopping,539,SUCCESS,56+,18-25,Rajasthan,Kotak,Kotak,Android,3G,0,2024,1,January,Q1,03-01-2024
843,18-07-2024 20:29,P2P,Other,1017,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,Yes Bank,Android,5G,0,2024,7,July,Q3,18-07-2024
844,02-09-2024 11:24,Bill Payment,Entertainment,127,SUCCESS,26-35,56+,Tamil Nadu,SBI,Kotak,Android,3G,0,2024,9,September,Q3,02-09-2024
845,17-07-2024 10:03,Bill Payment,Other,778,SUCCESS,36-45,18-25,Gujarat,SBI,ICICI,Android,4G,0,2024,7,July,Q3,17-07-2024
846,23-02-2024 01:50,P2P,Transport,365,SUCCESS,36-45,36-45,Rajasthan,SBI,Kotak,Android,4G,0,2024,2,February,Q1,23-02-2024
847,28-06-2024 13:49,P2M,Grocery,845,SUCCESS,36-45,26-35,Karnataka,PNB,HDFC,Web,4G,0,2024,6,June,Q2,28-06-2024
848,26-03-2024 19:31,P2P,Entertainment,150,SUCCESS,46-55,26-35,Andhra Pradesh,Yes Bank,SBI,Android,5G,0,2024,3,March,Q1,26-03-2024
849,30-07-2024 16:51,P2M,Grocery,1946,FAILED,26-35,56+,Delhi,PNB,IndusInd,Android,5G,0,2024,7,July,Q3,30-07-2024
850,25-02-2024 18:55,P2P,Shopping,358,SUCCESS,46-55,36-45,Telangana,IndusInd,IndusInd,iOS,5G,0,2024,2,February,Q1,25-02-2024
851,28-09-2024 22:15,Bill Payment,Shopping,397,SUCCESS,36-45,26-35,Tamil Nadu,Axis,SBI,Android,4G,0,2024,9,September,Q3,28-09-2024
852,20-02-2024 16:37,P2M,Grocery,796,SUCCESS,46-55,26-35,Uttar Pradesh,SBI,IndusInd,Android,4G,0,2024,2,February,Q1,20-02-2024
853,26-05-2024 16:37,P2M,Other,190,SUCCESS,26-35,36-45,Maharashtra,HDFC,Kotak,Android,5G,0,2024,5,May,Q2,26-05-2024
854,03-04-2024 23:29,P2P,Grocery,163,SUCCESS,56+,46-55,Maharashtra,IndusInd,Yes Bank,Android,4G,0,2024,4,April,Q2,03-04-2024
855,29-06-2024 22:50,P2M,Other,671,SUCCESS,36-45,26-35,Andhra Pradesh,SBI,SBI,iOS,4G,0,2024,6,June,Q2,29-06-2024
856,01-01-2024 15:33,Recharge,Food,1185,SUCCESS,26-35,36-45,West Bengal,IndusInd,SBI,iOS,WiFi,0,2024,1,January,Q1,01-01-2024
857,28-01-2024 20:55,Bill Payment,Fuel,2376,FAILED,18-25,46-55,Andhra Pradesh,Kotak,SBI,Android,5G,0,2024,1,January,Q1,28-01-2024
858,15-07-2024 02:31,P2M,Utilities,6366,SUCCESS,36-45,46-55,Telangana,ICICI,SBI,Android,4G,0,2024,7,July,Q3,15-07-2024
859,24-02-2024 02:08,P2P,Entertainment,481,SUCCESS,36-45,46-55,Delhi,SBI,Kotak,Android,4G,0,2024,2,February,Q1,24-02-2024
860,25-11-2024 19:51,P2M,Transport,954,SUCCESS,18-25,36-45,Maharashtra,HDFC,Kotak,Android,4G,0,2024,11,November,Q4,25-11-2024
861,21-01-2024 04:34,P2M,Other,192,SUCCESS,18-25,26-35,West Bengal,Axis,Yes Bank,Android,4G,0,2024,1,January,Q1,21-01-2024
862,24-07-2024 14:55,P2M,Grocery,548,SUCCESS,26-35,18-25,Delhi,SBI,HDFC,Android,5G,0,2024,7,July,Q3,24-07-2024
863,02-09-2024 16:58,P2P,Other,446,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,Yes Bank,Android,4G,0,2024,9,September,Q3,02-09-2024
864,17-02-2024 19:22,P2M,Fuel,2627,SUCCESS,18-25,26-35,West Bengal,Yes Bank,ICICI,Web,3G,0,2024,2,February,Q1,17-02-2024
865,01-04-2024 19:17,Bill Payment,Shopping,3760,SUCCESS,26-35,18-25,Maharashtra,SBI,Kotak,Android,3G,0,2024,4,April,Q2,01-04-2024
866,01-03-2024 21:20,P2M,Other,264,SUCCESS,26-35,26-35,Karnataka,SBI,SBI,Android,4G,0,2024,3,March,Q1,01-03-2024
867,16-11-2024 09:11,P2M,Food,123,SUCCESS,26-35,26-35,Gujarat,SBI,HDFC,Android,4G,0,2024,11,November,Q4,16-11-2024
868,12-06-2024 13:04,Bill Payment,Fuel,1137,SUCCESS,46-55,36-45,West Bengal,Yes Bank,HDFC,Android,5G,0,2024,6,June,Q2,12-06-2024
869,16-04-2024 20:42,P2P,Shopping,365,SUCCESS,18-25,18-25,Tamil Nadu,HDFC,IndusInd,Android,WiFi,0,2024,4,April,Q2,16-04-2024
870,14-08-2024 09:10,Recharge,Healthcare,875,SUCCESS,36-45,26-35,Andhra Pradesh,Kotak,IndusInd,Android,3G,0,2024,8,August,Q3,14-08-2024
871,27-02-2024 18:13,P2P,Grocery,1526,SUCCESS,18-25,26-35,West Bengal,ICICI,Yes Bank,iOS,4G,0,2024,2,February,Q1,27-02-2024
872,23-12-2024 10:54,P2P,Transport,143,SUCCESS,18-25,26-35,West Bengal,IndusInd,HDFC,Android,4G,0,2024,12,December,Q4,23-12-2024
873,20-01-2024 20:45,P2P,Entertainment,249,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,IndusInd,iOS,5G,0,2024,1,January,Q1,20-01-2024
874,14-08-2024 09:57,P2P,Grocery,1081,SUCCESS,26-35,46-55,Tamil Nadu,PNB,SBI,Android,WiFi,0,2024,8,August,Q3,14-08-2024
875,08-05-2024 06:46,P2M,Healthcare,86,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,Yes Bank,Android,4G,0,2024,5,May,Q2,08-05-2024
876,15-05-2024 08:41,P2P,Shopping,1058,SUCCESS,26-35,36-45,Maharashtra,HDFC,Yes Bank,Android,4G,0,2024,5,May,Q2,15-05-2024
877,19-08-2024 17:41,P2P,Other,1360,SUCCESS,18-25,26-35,Delhi,SBI,Axis,iOS,4G,0,2024,8,August,Q3,19-08-2024
878,30-06-2024 12:03,P2P,Entertainment,1079,SUCCESS,36-45,36-45,Gujarat,HDFC,ICICI,Android,4G,0,2024,6,June,Q2,30-06-2024
879,06-02-2024 19:17,P2M,Entertainment,160,FAILED,36-45,36-45,Uttar Pradesh,PNB,IndusInd,Android,5G,0,2024,2,February,Q1,06-02-2024
880,04-01-2024 11:51,P2M,Entertainment,98,SUCCESS,56+,56+,Uttar Pradesh,ICICI,Axis,Android,4G,0,2024,1,January,Q1,04-01-2024
881,11-07-2024 07:02,P2P,Transport,671,SUCCESS,26-35,26-35,Rajasthan,HDFC,SBI,Android,4G,0,2024,7,July,Q3,11-07-2024
882,18-05-2024 20:16,P2P,Shopping,645,FAILED,18-25,36-45,Rajasthan,ICICI,HDFC,Android,5G,0,2024,5,May,Q2,18-05-2024
883,05-01-2024 20:28,P2M,Other,123,SUCCESS,26-35,36-45,Rajasthan,ICICI,IndusInd,Android,5G,0,2024,1,January,Q1,05-01-2024
884,19-02-2024 16:25,P2P,Healthcare,240,SUCCESS,26-35,26-35,Maharashtra,Yes Bank,Yes Bank,Android,4G,0,2024,2,February,Q1,19-02-2024
885,26-06-2024 16:19,P2M,Entertainment,479,SUCCESS,46-55,18-25,Uttar Pradesh,ICICI,SBI,iOS,4G,0,2024,6,June,Q2,26-06-2024
886,11-07-2024 02:11,P2M,Food,432,SUCCESS,56+,36-45,Delhi,ICICI,Axis,Android,4G,0,2024,7,July,Q3,11-07-2024
887,28-06-2024 15:25,P2M,Utilities,609,SUCCESS,46-55,36-45,Andhra Pradesh,Kotak,HDFC,iOS,3G,0,2024,6,June,Q2,28-06-2024
888,11-07-2024 15:43,P2P,Food,131,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,2024,7,July,Q3,11-07-2024
889,29-06-2024 14:12,P2M,Utilities,245,SUCCESS,26-35,26-35,Andhra Pradesh,ICICI,ICICI,Android,4G,0,2024,6,June,Q2,29-06-2024
890,19-01-2024 03:18,P2P,Transport,144,SUCCESS,26-35,36-45,Maharashtra,Yes Bank,IndusInd,Android,4G,0,2024,1,January,Q1,19-01-2024
891,12-03-2024 22:31,P2P,Grocery,913,SUCCESS,36-45,26-35,Telangana,SBI,SBI,Android,4G,0,2024,3,March,Q1,12-03-2024
892,14-03-2024 21:24,P2P,Transport,1270,SUCCESS,26-35,26-35,Maharashtra,HDFC,SBI,Android,4G,0,2024,3,March,Q1,14-03-2024
893,25-04-2024 17:26,P2P,Food,794,SUCCESS,18-25,18-25,Telangana,Kotak,HDFC,Android,5G,0,2024,4,April,Q2,25-04-2024
894,10-02-2024 20:21,P2M,Other,1520,SUCCESS,36-45,26-35,Tamil Nadu,SBI,IndusInd,Android,4G,0,2024,2,February,Q1,10-02-2024
895,14-09-2024 12:52,Recharge,Shopping,3010,SUCCESS,36-45,26-35,Delhi,SBI,Axis,Android,4G,0,2024,9,September,Q3,14-09-2024
896,25-11-2024 11:56,P2P,Entertainment,872,SUCCESS,26-35,18-25,Uttar Pradesh,Axis,SBI,Android,WiFi,0,2024,11,November,Q4,25-11-2024
897,18-04-2024 12:44,P2M,Food,270,SUCCESS,26-35,26-35,Tamil Nadu,SBI,SBI,Android,4G,0,2024,4,April,Q2,18-04-2024
898,29-12-2024 17:29,P2M,Shopping,418,SUCCESS,18-25,46-55,Delhi,Axis,SBI,Android,5G,0,2024,12,December,Q4,29-12-2024
899,30-10-2024 10:42,Bill Payment,Other,559,SUCCESS,18-25,36-45,Tamil Nadu,SBI,ICICI,iOS,4G,0,2024,10,October,Q4,30-10-2024
900,23-05-2024 05:35,P2P,Food,445,SUCCESS,18-25,46-55,Uttar Pradesh,HDFC,IndusInd,iOS,WiFi,0,2024,5,May,Q2,23-05-2024
901,29-01-2024 16:14,P2P,Shopping,1748,SUCCESS,26-35,18-25,Delhi,HDFC,ICICI,Android,4G,0,2024,1,January,Q1,29-01-2024
902,16-07-2024 20:33,Bill Payment,Shopping,7738,SUCCESS,18-25,26-35,Uttar Pradesh,HDFC,SBI,Android,4G,0,2024,7,July,Q3,16-07-2024
903,06-11-2024 10:26,P2P,Transport,49,SUCCESS,26-35,46-55,Andhra Pradesh,HDFC,PNB,iOS,4G,0,2024,11,November,Q4,06-11-2024
904,10-03-2024 19:29,Recharge,Transport,72,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,PNB,Android,4G,0,2024,3,March,Q1,10-03-2024
905,29-10-2024 16:08,P2M,Other,310,SUCCESS,26-35,18-25,Karnataka,HDFC,ICICI,Android,WiFi,0,2024,10,October,Q4,29-10-2024
906,02-11-2024 11:31,P2P,Food,103,SUCCESS,36-45,18-25,Rajasthan,SBI,IndusInd,Android,WiFi,0,2024,11,November,Q4,02-11-2024
907,07-07-2024 21:31,Recharge,Food,238,SUCCESS,18-25,36-45,Karnataka,HDFC,PNB,Android,5G,0,2024,7,July,Q3,07-07-2024
908,06-07-2024 09:10,P2P,Other,1225,SUCCESS,36-45,26-35,Karnataka,ICICI,Yes Bank,iOS,4G,0,2024,7,July,Q3,06-07-2024
909,08-01-2024 18:13,P2M,Grocery,480,SUCCESS,18-25,18-25,Tamil Nadu,PNB,IndusInd,Android,4G,0,2024,1,January,Q1,08-01-2024
910,22-09-2024 12:26,P2P,Utilities,160,SUCCESS,18-25,26-35,Gujarat,Axis,SBI,Android,4G,0,2024,9,September,Q3,22-09-2024
911,12-01-2024 18:48,P2M,Healthcare,640,SUCCESS,26-35,26-35,Karnataka,Kotak,Yes Bank,Android,WiFi,0,2024,1,January,Q1,12-01-2024
912,15-07-2024 06:25,P2P,Grocery,736,SUCCESS,36-45,18-25,Andhra Pradesh,ICICI,IndusInd,iOS,4G,0,2024,7,July,Q3,15-07-2024
913,01-05-2024 19:28,P2M,Fuel,3800,SUCCESS,36-45,26-35,Andhra Pradesh,Yes Bank,SBI,Android,WiFi,0,2024,5,May,Q2,01-05-2024
914,27-09-2024 08:46,Recharge,Grocery,396,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,Axis,Android,4G,0,2024,9,September,Q3,27-09-2024
915,01-12-2024 18:01,Bill Payment,Other,1119,SUCCESS,26-35,36-45,Delhi,SBI,ICICI,Web,4G,0,2024,12,December,Q4,01-12-2024
916,27-03-2024 17:53,P2M,Grocery,345,FAILED,36-45,26-35,Uttar Pradesh,ICICI,Axis,Android,5G,0,2024,3,March,Q1,27-03-2024
917,29-10-2024 10:34,P2M,Healthcare,194,SUCCESS,18-25,18-25,Maharashtra,Axis,PNB,iOS,4G,0,2024,10,October,Q4,29-10-2024
918,07-09-2024 21:47,P2M,Transport,187,SUCCESS,18-25,18-25,Karnataka,SBI,SBI,iOS,5G,0,2024,9,September,Q3,07-09-2024
919,24-10-2024 07:32,P2M,Entertainment,363,SUCCESS,18-25,46-55,Gujarat,Axis,HDFC,Android,4G,0,2024,10,October,Q4,24-10-2024
920,15-02-2024 16:29,P2M,Fuel,628,SUCCESS,36-45,26-35,Delhi,HDFC,ICICI,Android,WiFi,0,2024,2,February,Q1,15-02-2024
